"Institution ID","Institution","Game Date","Uniform Number","Last Name","First Name","Tackles","","Tackles for Loss","","","Sacks","","","","Pass Breakups","Forced Fumbles","QB Hurries","Blocked Kicks"
"","","","","","","Unassisted","Assisted","Unassisted","Assisted","Yards","Unassisted","Assisted","Yards","No.","No.","No.","No."
"509","Northwestern","09/15/12","1B","HENRY","TRAVEON","1","1","","","","","","","","","",""
"509","Northwestern","09/22/12","1B","HENRY","TRAVEON","1","1","","","","","","","","","",""
"509","Northwestern","09/29/12","1B","HENRY","TRAVEON","3","2","","","","","","","1","","",""
"509","Northwestern","10/13/12","1B","HENRY","TRAVEON","3","1","","","","","","","","","",""
"509","Northwestern","10/20/12","1B","HENRY","TRAVEON","1","1","","","","","","","","","",""
"509","Northwestern","10/27/12","1B","HENRY","TRAVEON","1","1","","","","","","","","","",""
"509","Northwestern","11/10/12","1B","HENRY","TRAVEON","3","0","","","","","","","","","",""
"509","Northwestern","11/17/12","1B","HENRY","TRAVEON","1","1","","","","","","","","","",""
"509","Northwestern","01/01/13","1B","HENRY","TRAVEON","1","0","","","","","","","","","",""
"509","Northwestern","10/13/12","59","HICKEY","PAT","1","0","","","","","","","","","",""
"509","Northwestern","11/17/12","59","HICKEY","PAT","1","0","","","","","","","","","",""
"509","Northwestern","09/08/12","80","JENSEN","MIKE","2","0","","","","","","","","","",""
"509","Northwestern","09/15/12","80","JENSEN","MIKE","1","0","","","","","","","","","",""
"509","Northwestern","10/20/12","80","JENSEN","MIKE","1","0","","","","","","","","","",""
"509","Northwestern","11/10/12","80","JENSEN","MIKE","0","1","","","","","","","","","",""
"509","Northwestern","11/17/12","80","JENSEN","MIKE","2","0","","","","","","","","","",""
"509","Northwestern","11/24/12","80","JENSEN","MIKE","0","1","","","","","","","","","",""
"509","Northwestern","01/01/13","80","JENSEN","MIKE","2","0","","","","","","","","","",""
"509","Northwestern","09/08/12","15","JONES","DANIEL","1","0","","","","","","","","","",""
"509","Northwestern","09/15/12","15","JONES","DANIEL","1","1","","","","","","","","","",""
"509","Northwestern","10/06/12","15","JONES","DANIEL","0","1","","","","","","","1","","",""
"509","Northwestern","10/13/12","15","JONES","DANIEL","6","0","","","","","","","","","",""
"509","Northwestern","10/20/12","15","JONES","DANIEL","10","1","","","","","","","1","","",""
"509","Northwestern","10/27/12","15","JONES","DANIEL","4","0","","","","","","","1","","",""
"509","Northwestern","11/10/12","15","JONES","DANIEL","3","0","","","","","","","","","",""
"509","Northwestern","11/17/12","15","JONES","DANIEL","1","1","","","","","","","1","","",""
"509","Northwestern","01/01/13","15","JONES","DANIEL","3","0","","","","","","","","","",""
"509","Northwestern","10/27/12","6","JONES","TONY","1","0","","","","","","","","","",""
"509","Northwestern","09/15/12","3","JONES","TYRIS","0","1","","","","","","","","","",""
"509","Northwestern","10/27/12","3","JONES","TYRIS","","","","","","","","","","","","1"
"509","Northwestern","11/24/12","3","JONES","TYRIS","1","0","","","","","","","","","",""
"509","Northwestern","09/01/12","94","LOWRY","DEAN","","","","","","","","","","","1",""
"509","Northwestern","09/08/12","94","LOWRY","DEAN","1","1","","","","","","","","","1",""
"509","Northwestern","09/15/12","94","LOWRY","DEAN","0","1","","","","","","","","","",""
"509","Northwestern","09/22/12","94","LOWRY","DEAN","0","2","","","","","","","","","",""
"509","Northwestern","09/29/12","94","LOWRY","DEAN","3","0","","","","","","","1","","1",""
"509","Northwestern","10/06/12","94","LOWRY","DEAN","2","0","1","0","1","","","","","","",""
"509","Northwestern","10/20/12","94","LOWRY","DEAN","1","1","1","0","10","","","","","","1",""
"509","Northwestern","11/17/12","94","LOWRY","DEAN","1","0","1","0","11","1","0","11","","","1",""
"509","Northwestern","11/24/12","94","LOWRY","DEAN","","","","","","","","","","","1",""
"509","Northwestern","01/01/13","94","LOWRY","DEAN","1","0","","","","","","","","","",""
"509","Northwestern","09/01/12","67","MCEVILLY","SEAN","2","0","","","","","","","1","","",""
"509","Northwestern","09/15/12","67","MCEVILLY","SEAN","0","1","","","","","","","","","",""
"509","Northwestern","09/22/12","67","MCEVILLY","SEAN","1","0","","","","","","","","","",""
"509","Northwestern","09/29/12","67","MCEVILLY","SEAN","1","0","","","","","","","","","",""
"509","Northwestern","10/06/12","67","MCEVILLY","SEAN","2","5","1","0","15","1","0","15","","","",""
"509","Northwestern","10/13/12","67","MCEVILLY","SEAN","1","1","0","1","1","","","","","","",""
"509","Northwestern","10/20/12","67","MCEVILLY","SEAN","0","1","","","","","","","","","",""
"509","Northwestern","10/27/12","67","MCEVILLY","SEAN","3","0","","","","","","","","","",""
"509","Northwestern","11/10/12","67","MCEVILLY","SEAN","2","0","","","","","","","","","",""
"509","Northwestern","09/29/12","72","MULROE","BRIAN","1","0","","","","","","","","","",""
"509","Northwestern","09/01/12","33","NWABUISI","DAVID","3","4","1","0","3","","","","","","",""
"509","Northwestern","09/08/12","33","NWABUISI","DAVID","4","3","0","1","0","","","","2","","",""
"509","Northwestern","09/15/12","33","NWABUISI","DAVID","5","1","1","0","1","","","","","","",""
"509","Northwestern","09/22/12","33","NWABUISI","DAVID","2","4","1","0","4","","","","","","1",""
"509","Northwestern","09/29/12","33","NWABUISI","DAVID","5","0","1","0","5","1","0","5","","","",""
"509","Northwestern","10/06/12","33","NWABUISI","DAVID","10","5","1","0","1","","","","","","",""
"509","Northwestern","10/13/12","33","NWABUISI","DAVID","3","2","","","","","","","","","",""
"509","Northwestern","10/20/12","33","NWABUISI","DAVID","4","2","0","1","1","","","","2","","",""
"509","Northwestern","10/27/12","33","NWABUISI","DAVID","11","7","0","1","0","","","","","","",""
"509","Northwestern","11/10/12","33","NWABUISI","DAVID","3","1","","","","","","","","","",""
"509","Northwestern","11/17/12","33","NWABUISI","DAVID","2","5","1","0","1","","","","1","","",""
"509","Northwestern","11/24/12","33","NWABUISI","DAVID","4","1","","","","","","","","","",""
"509","Northwestern","01/01/13","33","NWABUISI","DAVID","6","0","1","0","1","","","","","","",""
"509","Northwestern","09/22/12","25","PERKINS","JORDAN","1","0","","","","","","","","","",""
"509","Northwestern","09/29/12","25","PERKINS","JORDAN","0","1","","","","","","","","","",""
"509","Northwestern","10/20/12","25","PERKINS","JORDAN","1","0","","","","","","","","","",""
"509","Northwestern","09/01/12","46","PROBY","DAMIEN","8","2","","","","","","","","","",""
"509","Northwestern","09/08/12","46","PROBY","DAMIEN","5","0","","","","","","","1","","",""
"509","Northwestern","09/15/12","46","PROBY","DAMIEN","0","2","","","","","","","","","",""
"509","Northwestern","09/22/12","46","PROBY","DAMIEN","4","2","1","0","4","","","","","","",""
"509","Northwestern","09/29/12","46","PROBY","DAMIEN","10","4","","","","","","","","","",""
"509","Northwestern","10/06/12","46","PROBY","DAMIEN","12","4","","","","","","","1","","",""
"509","Northwestern","10/13/12","46","PROBY","DAMIEN","6","3","0","2","2","","","","","","",""
"509","Northwestern","10/20/12","46","PROBY","DAMIEN","9","3","1","1","4","0","1","3","","","",""
"509","Northwestern","10/27/12","46","PROBY","DAMIEN","2","10","","","","","","","1","","",""
"509","Northwestern","11/10/12","46","PROBY","DAMIEN","8","1","1","0","1","","","","","","",""
"509","Northwestern","11/17/12","46","PROBY","DAMIEN","5","7","","","","","","","","","",""
"509","Northwestern","11/24/12","46","PROBY","DAMIEN","1","0","","","","","","","","","",""
"509","Northwestern","01/01/13","46","PROBY","DAMIEN","4","0","","","","","","","","","",""
"509","Northwestern","09/01/12","97","SCOTT","TYLER","3","2","1","0","4","1","0","4","1","","",""
"509","Northwestern","09/08/12","97","SCOTT","TYLER","4","2","2","0","12","1","0","8","","1","",""
"509","Northwestern","09/15/12","97","SCOTT","TYLER","1","2","1","0","7","1","0","7","","","1",""
"509","Northwestern","09/22/12","97","SCOTT","TYLER","0","1","0","1","1","","","","1","","",""
"509","Northwestern","09/29/12","97","SCOTT","TYLER","0","1","","","","","","","1","","",""
"509","Northwestern","10/06/12","97","SCOTT","TYLER","3","1","1","0","1","1","0","1","1","1","",""
"509","Northwestern","10/13/12","97","SCOTT","TYLER","6","2","2","0","14","2","0","14","","1","",""
"509","Northwestern","10/20/12","97","SCOTT","TYLER","0","1","","","","","","","","","",""
"509","Northwestern","10/27/12","97","SCOTT","TYLER","2","3","1","0","5","1","0","5","","","",""
"509","Northwestern","11/10/12","97","SCOTT","TYLER","1","0","","","","","","","","","",""
"509","Northwestern","11/17/12","97","SCOTT","TYLER","","","","","","","","","1","","1",""
"509","Northwestern","11/24/12","97","SCOTT","TYLER","3","0","1","0","2","","","","","","",""
"509","Northwestern","01/01/13","97","SCOTT","TYLER","4","0","3","0","22","2","0","19","","","1",""
"509","Northwestern","09/01/12","55","SMITH","DREW","1","0","","","","","","","1","","2",""
"509","Northwestern","09/08/12","55","SMITH","DREW","2","0","","","","","","","","","",""
"509","Northwestern","09/22/12","55","SMITH","DREW","0","2","","","","","","","","","",""
"509","Northwestern","10/20/12","55","SMITH","DREW","1","0","1","0","9","1","0","9","","","",""
"509","Northwestern","11/10/12","55","SMITH","DREW","1","1","","","","","","","","","",""
"509","Northwestern","11/17/12","55","SMITH","DREW","3","1","1","1","9","1","0","7","","","",""
"509","Northwestern","11/24/12","55","SMITH","DREW","3","2","0","1","1","","","","","","",""
"509","Northwestern","09/01/12","23","VANHOOSE","NICK","8","1","","","","","","","","","",""
"509","Northwestern","09/08/12","23","VANHOOSE","NICK","","","","","","","","","1","","",""
"509","Northwestern","09/15/12","23","VANHOOSE","NICK","2","0","","","","","","","1","","",""
"509","Northwestern","09/22/12","23","VANHOOSE","NICK","0","2","0","1","1","","","","","","",""
"509","Northwestern","09/29/12","23","VANHOOSE","NICK","5","1","","","","","","","","","",""
"509","Northwestern","10/06/12","23","VANHOOSE","NICK","3","2","","","","","","","1","","",""
"509","Northwestern","10/13/12","23","VANHOOSE","NICK","2","1","","","","","","","3","","",""
"509","Northwestern","10/20/12","23","VANHOOSE","NICK","4","0","","","","","","","1","","",""
"509","Northwestern","11/24/12","23","VANHOOSE","NICK","1","0","","","","","","","","","",""
"509","Northwestern","01/01/13","23","VANHOOSE","NICK","1","0","","","","","","","","","",""
"509","Northwestern","09/22/12","50","VERNON","TIMMY","1","0","","","","","","","","","",""
"509","Northwestern","10/27/12","40","VITALE","DAN","1","0","","","","","","","","","",""
"509","Northwestern","11/10/12","40","VITALE","DAN","1","0","","","","","","","","","",""
"509","Northwestern","11/24/12","40","VITALE","DAN","1","0","","","","","","","","","",""
"509","Northwestern","09/22/12","4","WILLIAMS","JARRELL","1","1","","","","","","","","","",""
"509","Northwestern","09/29/12","4","WILLIAMS","JARRELL","0","2","","","","","","","","","",""
"509","Northwestern","10/13/12","4","WILLIAMS","JARRELL","1","0","","","","","","","","1","",""
"509","Northwestern","11/24/12","4","WILLIAMS","JARRELL","1","1","","","","","","","","","",""
"509","Northwestern","09/01/12","88","WILLIAMS","QUENTIN","0","1","","","","","","","","","1",""
"509","Northwestern","09/08/12","88","WILLIAMS","QUENTIN","3","0","","","","","","","","1","",""
"509","Northwestern","09/15/12","88","WILLIAMS","QUENTIN","0","1","","","","","","","","","1",""
"509","Northwestern","09/22/12","88","WILLIAMS","QUENTIN","2","2","1","0","4","1","0","4","2","","",""
"509","Northwestern","10/06/12","88","WILLIAMS","QUENTIN","4","1","1","0","1","","","","","","",""
"509","Northwestern","10/13/12","88","WILLIAMS","QUENTIN","2","2","1","0","13","1","0","13","","1","",""
"509","Northwestern","10/20/12","88","WILLIAMS","QUENTIN","3","1","0","1","3","0","1","3","","","",""
"509","Northwestern","10/27/12","88","WILLIAMS","QUENTIN","2","1","","","","","","","","","2",""
"509","Northwestern","11/10/12","88","WILLIAMS","QUENTIN","2","1","","","","","","","1","","",""
"509","Northwestern","11/17/12","88","WILLIAMS","QUENTIN","2","1","1","0","3","","","","","","",""
"509","Northwestern","11/24/12","88","WILLIAMS","QUENTIN","3","1","2","0","3","1","0","1","","","",""
"509","Northwestern","01/01/13","88","WILLIAMS","QUENTIN","2","0","2","0","9","1","0","4","","","",""
"509","Northwestern","09/08/12","11","YOUNGBLOOD-ARY","PIERRE","1","0","","","","","","","","","",""
"513","Notre Dame","11/03/12","43","ATKINSON","JOSH","1","0","","","","","","","","","",""
"513","Notre Dame","11/10/12","43","ATKINSON","JOSH","3","0","","","","","","","","","",""
"513","Notre Dame","11/17/12","43","ATKINSON","JOSH","1","0","","","","","","","","","",""
"513","Notre Dame","09/01/12","29","BARATTI","NICKY","1","0","","","","","","","","","",""
"513","Notre Dame","09/08/12","29","BARATTI","NICKY","0","1","","","","","","","","","",""
"513","Notre Dame","10/20/12","29","BARATTI","NICKY","1","0","","","","","","","","","",""
"513","Notre Dame","10/27/12","29","BARATTI","NICKY","1","0","","","","","","","","","",""
"513","Notre Dame","11/03/12","29","BARATTI","NICKY","1","0","","","","","","","","","",""
"513","Notre Dame","11/17/12","29","BARATTI","NICKY","0","1","","","","","","","","","",""
"513","Notre Dame","11/24/12","29","BARATTI","NICKY","1","1","","","","","","","","","",""
"513","Notre Dame","09/08/12","27","BRINDZA","KYLE","1","0","","","","","","","","","",""
"513","Notre Dame","11/24/12","27","BRINDZA","KYLE","1","0","","","","","","","","","",""
"513","Notre Dame","09/22/12","2A","BROWN","CHRIS","0","1","","","","","","","","","",""
"513","Notre Dame","09/08/12","21A","BROWN","JALEN","1","0","","","","","","","","","",""
"513","Notre Dame","09/15/12","21A","BROWN","JALEN","1","0","","","","","","","","","",""
"513","Notre Dame","11/17/12","21A","BROWN","JALEN","0","1","","","","","","","1","","",""
"513","Notre Dame","09/08/12","44","CALABRESE","CARLO","1","6","","","","","","","","","",""
"513","Notre Dame","09/15/12","44","CALABRESE","CARLO","2","2","","","","","","","","","",""
"513","Notre Dame","09/22/12","44","CALABRESE","CARLO","0","5","0","1","1","","","","","","",""
"513","Notre Dame","10/06/12","44","CALABRESE","CARLO","2","1","","","","","","","","","",""
"513","Notre Dame","10/13/12","44","CALABRESE","CARLO","0","5","","","","","","","","","",""
"513","Notre Dame","10/20/12","44","CALABRESE","CARLO","2","1","","","","","","","","","",""
"513","Notre Dame","10/27/12","44","CALABRESE","CARLO","2","3","0","1","1","","","","","","",""
"513","Notre Dame","11/03/12","44","CALABRESE","CARLO","2","1","","","","","","","","","",""
"513","Notre Dame","11/10/12","44","CALABRESE","CARLO","2","2","","","","","","","","","",""
"513","Notre Dame","11/17/12","44","CALABRESE","CARLO","4","3","1","0","1","","","","","1","",""
"513","Notre Dame","01/07/13","44","CALABRESE","CARLO","2","1","1","0","2","","","","","","",""
"513","Notre Dame","10/20/12","47","CAVALARIS","CONNOR","0","1","","","","","","","","","",""
"513","Notre Dame","11/03/12","47","CAVALARIS","CONNOR","0","1","","","","","","","","","",""
"513","Notre Dame","11/17/12","47","CAVALARIS","CONNOR","0","1","","","","","","","","","",""
"513","Notre Dame","01/07/13","47","CAVALARIS","CONNOR","1","1","","","","","","","","","",""
"513","Notre Dame","09/01/12","30","COUNCELL","BEN","0","1","","","","","","","","","",""
"513","Notre Dame","09/22/12","30","COUNCELL","BEN","0","1","","","","","","","","","",""
"513","Notre Dame","10/06/12","30","COUNCELL","BEN","2","1","","","","","","","","","",""
"513","Notre Dame","11/17/12","30","COUNCELL","BEN","2","2","","","","","","","","","",""
"513","Notre Dame","01/07/13","30","COUNCELL","BEN","1","0","","","","","","","","","",""
"513","Notre Dame","09/08/12","60","COWART","JORDAN","0","1","","","","","","","","","",""
"513","Notre Dame","09/01/12","91","DAY","SHELDON","0","1","0","1","1","","","","","","",""
"513","Notre Dame","09/08/12","91","DAY","SHELDON","1","3","","","","","","","","","",""
"513","Notre Dame","09/15/12","91","DAY","SHELDON","1","0","1","0","9","1","0","9","1","","",""
"513","Notre Dame","09/22/12","91","DAY","SHELDON","3","0","1","0","8","1","0","8","","","",""
"513","Notre Dame","10/06/12","91","DAY","SHELDON","2","0","","","","","","","","","",""
"513","Notre Dame","10/20/12","91","DAY","SHELDON","1","1","","","","","","","","","",""
"513","Notre Dame","11/03/12","91","DAY","SHELDON","","","","","","","","","","","1",""
"513","Notre Dame","11/10/12","91","DAY","SHELDON","1","1","1","0","3","","","","","","",""
"513","Notre Dame","11/17/12","91","DAY","SHELDON","3","2","","","","","","","","","",""
"513","Notre Dame","01/07/13","91","DAY","SHELDON","1","2","","","","","","","","","",""
"513","Notre Dame","10/20/12","80","EIFERT","TYLER","1","0","","","","","","","","","",""
"513","Notre Dame","09/01/12","41","FARLEY","MATTHIAS","1","0","","","","","","","","","",""
"513","Notre Dame","09/08/12","41","FARLEY","MATTHIAS","1","3","","","","","","","","","",""
