Year,Team,Player,Targets,Catches,Yards,CatchRate,YdsPerTarget,Target %,YdsPerCatch,Standard Targets,Standard Catches,Standard Yards,Standard CatchRate,Standard YdsPerTarget,Standard Target %,Standard YdsPerCatch,Passing Targets,Passing Catches,Passing Yards,Passing CatchRate,Passing YdsPerTarget,Passing Target %,Passing YdsPerCatch
2006,Notre Dame,David Grimes,37,26,336,70.3%,9.1,8.2%,12.9,24,18,210,75.0%,8.8,8.3%,11.7,13,8,126,61.5%,9.7,7.9%,15.8
2005,Arizona State,Moey Mutz,37,21,331,56.8%,8.9,7.8%,15.8,18,9,94,50.0%,5.2,6.4%,10.4,19,12,237,63.2%,12.5,9.6%,19.8
2009,Louisville,Trent Guy,37,18,329,48.6%,8.9,11.0%,18.3,22,12,142,54.5%,6.5,12.6%,11.8,15,6,187,40.0%,12.5,9.4%,31.2
2011,Eastern Michigan,Garrett Hoskins,37,22,328,59.5%,8.9,20.1%,14.9,20,11,175,55.0%,8.8,21.1%,15.9,17,11,153,64.7%,9.0,19.1%,13.9
2010,Houston,Michael Hayes,37,30,327,81.1%,8.8,8.1%,10.9,23,18,246,78.3%,10.7,8.6%,13.7,14,12,81,85.7%,5.8,7.4%,6.8
2010,Kansas State,Chris Harper,37,24,325,64.9%,8.8,13.1%,13.5,16,9,138,56.3%,8.6,10.0%,15.3,21,15,187,71.4%,8.9,17.1%,12.5
2006,Virginia Tech,Justin Harper,37,21,324,56.8%,8.8,12.4%,15.4,15,10,138,66.7%,9.2,9.4%,13.8,22,11,186,50.0%,8.5,15.8%,16.9
2010,Mississippi State,Brandon Heavens,37,22,316,59.5%,8.5,13.6%,14.4,23,14,177,60.9%,7.7,14.0%,12.6,14,8,139,57.1%,9.9,13.0%,17.4
2006,Idaho,Max Komar,37,17,313,45.9%,8.5,11.4%,18.4,19,9,154,47.4%,8.1,11.1%,17.1,18,8,159,44.4%,8.8,11.8%,19.9
2005,Nevada,Anthony Pudewell,37,27,308,73.0%,8.3,9.7%,11.4,24,17,159,70.8%,6.6,10.3%,9.4,13,10,149,76.9%,11.5,8.9%,14.9
2009,South Florida,Dontavia Bogan,37,22,305,59.5%,8.2,13.7%,13.9,17,10,115,58.8%,6.8,12.6%,11.5,20,12,190,60.0%,9.5,14.8%,15.8
2005,Middle Tennessee,Bobby Williams,37,22,303,59.5%,8.2,12.2%,13.8,23,13,205,56.5%,8.9,13.5%,15.8,14,9,98,64.3%,7.0,10.6%,10.9
2010,New Mexico,Bryant Williams,37,24,298,64.9%,8.1,11.1%,12.4,16,11,182,68.8%,11.4,8.9%,16.5,21,13,116,61.9%,5.5,13.6%,8.9
2005,Florida International,Julius Eppinger,37,25,297,67.6%,8.0,10.3%,11.9,20,15,144,75.0%,7.2,10.5%,9.6,17,10,153,58.8%,9.0,10.1%,15.3
2008,Colorado State,Gartrell Johnson III,37,32,295,86.5%,8.0,9.2%,9.2,20,16,98,80.0%,4.9,8.8%,6.1,17,16,197,94.1%,11.6,9.8%,12.3
2011,Nebraska,Quincy Enunwa,37,21,293,56.8%,7.9,13.5%,14.0,18,11,135,61.1%,7.5,13.2%,12.3,19,10,158,52.6%,8.3,13.8%,15.8
2010,Colorado,Rodney Stewart,37,29,290,78.4%,7.8,9.7%,10.0,22,18,130,81.8%,5.9,10.5%,7.2,15,11,160,73.3%,10.7,8.8%,14.5
2005,Auburn,Anthony Mix,37,23,288,62.2%,7.8,11.4%,12.5,20,11,137,55.0%,6.9,11.8%,12.5,17,12,151,70.6%,8.9,10.9%,12.6
2007,Nebraska,Sean Hill,37,18,288,48.6%,7.8,8.1%,16.0,26,12,220,46.2%,8.5,9.5%,18.3,11,6,68,54.5%,6.2,6.0%,11.3
2008,Ball State,Madaris Grant,37,26,285,70.3%,7.7,9.4%,11.0,30,20,213,66.7%,7.1,11.2%,10.7,7,6,72,85.7%,10.3,5.6%,12.0
2011,Stanford,Ryan Hewitt,37,34,282,91.9%,7.6,9.3%,8.3,30,27,223,90.0%,7.4,11.2%,8.3,7,7,59,100.0%,8.4,5.3%,8.4
2005,UTEP,Jamar Hunt,37,27,275,73.0%,7.4,8.7%,10.2,17,12,128,70.6%,7.5,7.0%,10.7,20,15,147,75.0%,7.4,11.1%,9.8
2005,Florida Atlantic,Frantz Simeon,37,18,274,48.6%,7.4,13.8%,15.2,17,10,116,58.8%,6.8,13.5%,11.6,20,8,158,40.0%,7.9,14.0%,19.8
2007,Army,Justin Larson,37,21,273,56.8%,7.4,10.8%,13.0,20,14,207,70.0%,10.4,12.3%,14.8,17,7,66,41.2%,3.9,9.5%,9.4
2006,Tulane,Brian King,37,16,272,43.2%,7.4,8.9%,17.0,20,9,182,45.0%,9.1,8.2%,20.2,17,7,90,41.2%,5.3,9.9%,12.9
2008,UL-Lafayette,Ladarius Green,37,22,272,59.5%,7.4,13.9%,12.4,19,11,94,57.9%,4.9,13.4%,8.5,18,11,178,61.1%,9.9,14.5%,16.2
2011,California,Michael Calvin,37,20,269,54.1%,7.3,8.9%,13.5,14,9,73,64.3%,5.2,5.9%,8.1,23,11,196,47.8%,8.5,12.9%,17.8
2011,Ohio,Donte Harden,37,27,267,73.0%,7.2,9.3%,9.9,24,15,177,62.5%,7.4,10.4%,11.8,13,12,90,92.3%,6.9,7.7%,7.5
2006,Connecticut,Brandon Young,37,19,263,51.4%,7.1,13.1%,13.8,20,12,200,60.0%,10.0,14.6%,16.7,17,7,63,41.2%,3.7,11.6%,9.0
2011,Utah,Luke Matthews,37,17,263,45.9%,7.1,12.3%,15.5,13,7,103,53.8%,7.9,8.3%,14.7,24,10,160,41.7%,6.7,16.8%,16.0
2011,Rutgers,Joe Martinek,37,27,262,73.0%,7.1,8.4%,9.7,20,14,119,70.0%,6.0,8.9%,8.5,17,13,143,76.5%,8.4,7.8%,11.0
2009,Oklahoma State,Justin Blackmon,37,20,260,54.1%,7.0,12.0%,13.0,20,14,159,70.0%,8.0,11.8%,11.4,17,6,101,35.3%,5.9,12.2%,16.8
2010,San Jose State,Josh Harrison,37,19,260,51.4%,7.0,9.1%,13.7,22,12,172,54.5%,7.8,8.5%,14.3,15,7,88,46.7%,5.9,10.1%,12.6
2005,Miami-FL,Quadtrine Hill,37,29,252,78.4%,6.8,11.9%,8.7,21,16,182,76.2%,8.7,12.6%,11.4,16,13,70,81.3%,4.4,11.0%,5.4
2010,USC,David Ausberry,37,20,252,54.1%,6.8,8.5%,12.6,24,15,211,62.5%,8.8,8.9%,14.1,13,5,41,38.5%,3.2,8.0%,8.2
2007,UAB,David Sigler,37,17,250,45.9%,6.8,10.2%,14.7,17,7,74,41.2%,4.4,8.6%,10.6,20,10,176,50.0%,8.8,12.0%,17.6
2008,Middle Tennessee,Desmond Gee,37,24,248,64.9%,6.7,9.4%,10.3,14,9,80,64.3%,5.7,6.5%,8.9,23,15,168,65.2%,7.3,12.8%,11.2
2008,Hawaii,Kealoha Pilares,37,29,246,78.4%,6.6,8.1%,8.5,27,21,175,77.8%,6.5,10.4%,8.3,10,8,71,80.0%,7.1,5.2%,8.9
2005,Kansas State,Yamon Figurs,37,14,243,37.8%,6.6,12.6%,17.4,18,7,114,38.9%,6.3,12.9%,16.3,19,7,129,36.8%,6.8,12.3%,18.4
2006,Northern Illinois,Brandon Davis,37,23,243,62.2%,6.6,10.4%,10.6,22,13,108,59.1%,4.9,11.1%,8.3,15,10,135,66.7%,9.0,9.5%,13.5
2006,Stanford,Evan Moore,37,14,242,37.8%,6.5,12.7%,17.3,20,8,127,40.0%,6.4,12.9%,15.9,17,6,115,35.3%,6.8,12.5%,19.2
2010,Fresno State,A.J. Johnson,37,20,241,54.1%,6.5,11.0%,12.1,23,11,148,47.8%,6.4,11.6%,13.5,14,9,93,64.3%,6.6,10.2%,10.3
2010,Western Michigan,Robert Arnheim,37,23,240,62.2%,6.5,8.1%,10.4,27,17,183,63.0%,6.8,9.1%,10.8,10,6,57,60.0%,5.7,6.3%,9.5
2010,Army,Davyd Brooks,37,15,238,40.5%,6.4,28.5%,15.9,26,12,183,46.2%,7.0,31.3%,15.3,11,3,55,27.3%,5.0,23.4%,18.3
2008,NC State,Anthony Hill,37,19,234,51.4%,6.3,10.1%,12.3,25,10,115,40.0%,4.6,12.0%,11.5,12,9,119,75.0%,9.9,7.6%,13.2
2009,Kansas State,Jeron Mastrud,37,21,233,56.8%,6.3,13.3%,11.1,19,9,130,47.4%,6.8,11.9%,14.4,18,12,103,66.7%,5.7,15.1%,8.6
2008,North Texas,Sam Dibrell,37,24,233,64.9%,6.3,7.6%,9.7,24,16,144,66.7%,6.0,8.2%,9.0,13,8,89,61.5%,6.8,6.8%,11.1
2010,Kansas,Tim Biere,37,19,228,51.4%,6.2,11.0%,12.0,15,10,125,66.7%,8.3,8.5%,12.5,22,9,103,40.9%,4.7,13.8%,11.4
2005,New Mexico State,Nick Cleaver,37,16,226,43.2%,6.1,7.2%,14.1,23,9,110,39.1%,4.8,7.3%,12.2,14,7,116,50.0%,8.3,7.0%,16.6
2011,Virginia,Matt Snyder,37,20,225,54.1%,6.1,8.9%,11.3,22,11,92,50.0%,4.2,9.1%,8.4,15,9,133,60.0%,8.9,8.6%,14.8
2011,Texas Tech,Jacoby Franks,37,29,223,78.4%,6.0,6.5%,7.7,25,20,149,80.0%,6.0,6.8%,7.5,12,9,74,75.0%,6.2,6.1%,8.2
2010,Louisiana Tech,Lyle Fitte,37,25,219,67.6%,5.9,9.3%,8.8,19,13,104,68.4%,5.5,8.4%,8.0,18,12,115,66.7%,6.4,10.4%,9.6
2006,Rice,Mike Falco,37,26,219,70.3%,5.9,9.2%,8.4,26,19,136,73.1%,5.2,11.7%,7.2,11,7,83,63.6%,7.5,6.1%,11.9
2006,UCLA,Matt Willis,37,21,219,56.8%,5.9,9.8%,10.4,19,10,101,52.6%,5.3,9.2%,10.1,18,11,118,61.1%,6.6,10.6%,10.7
2008,Maryland,Da'Rel Scott,37,22,217,59.5%,5.9,9.9%,9.9,17,10,121,58.8%,7.1,8.3%,12.1,20,12,96,60.0%,4.8,11.8%,8.0
2009,Notre Dame,Armando Allen Jr.,37,28,216,75.7%,5.8,8.5%,7.7,20,17,123,85.0%,6.2,6.9%,7.2,17,11,93,64.7%,5.5,11.5%,8.5
2008,Tulane,Michael Batiste,37,20,214,54.1%,5.8,9.9%,10.7,14,7,80,50.0%,5.7,7.4%,11.4,23,13,134,56.5%,5.8,12.4%,10.3
2006,Purdue,Kory Sheets,37,28,213,75.7%,5.8,7.2%,7.6,23,16,130,69.6%,5.7,6.8%,8.1,14,12,83,85.7%,5.9,7.8%,6.9
2007,Auburn,Robert Dunn,37,19,211,51.4%,5.7,11.1%,11.1,14,10,95,71.4%,6.8,8.8%,9.5,23,9,116,39.1%,5.0,13.4%,12.9
2010,East Carolina,Justin Jones,37,21,211,56.8%,5.7,6.2%,10.0,22,12,93,54.5%,4.2,5.7%,7.8,15,9,118,60.0%,7.9,7.0%,13.1
2008,Wake Forest,Ben Wooster,37,23,209,62.2%,5.6,10.5%,9.1,22,15,110,68.2%,5.0,10.7%,7.3,15,8,99,53.3%,6.6,10.3%,12.4
2007,Washington,Corey Williams,37,15,201,40.5%,5.4,10.3%,13.4,19,6,83,31.6%,4.4,10.4%,13.8,18,9,118,50.0%,6.6,10.2%,13.1
2007,Stanford,Ben Ladner,37,27,198,73.0%,5.4,9.3%,7.3,22,16,94,72.7%,4.3,10.5%,5.9,15,11,104,73.3%,6.9,8.0%,9.5
2011,Akron,A.J. Price,37,12,196,32.4%,5.3,11.0%,16.3,19,5,130,26.3%,6.8,10.3%,26.0,18,7,66,38.9%,3.7,11.8%,9.4
2008,Kentucky,Kyrus Lanxter,37,23,195,62.2%,5.3,9.5%,8.5,21,13,113,61.9%,5.4,9.7%,8.7,16,10,82,62.5%,5.1,9.2%,8.2
2005,Louisiana Tech,Freddie King,37,25,195,67.6%,5.3,11.1%,7.8,24,17,134,70.8%,5.6,13.8%,7.9,13,8,61,61.5%,4.7,8.1%,7.6
2010,Cincinnati,Isaiah Pead,37,26,190,70.3%,5.1,9.1%,7.3,24,17,133,70.8%,5.5,9.9%,7.8,13,9,57,69.2%,4.4,7.9%,6.3
2005,South Florida,Johnny Peyton,37,17,188,45.9%,5.1,13.6%,11.1,17,8,89,47.1%,5.2,13.8%,11.1,20,9,99,45.0%,5.0,13.4%,11.0
2009,UTEP,Evan Davis,37,19,186,51.4%,5.0,9.2%,9.8,24,13,125,54.2%,5.2,9.4%,9.6,13,6,61,46.2%,4.7,8.7%,10.2
2006,Florida Atlantic,Aaron Sanchez,37,22,180,59.5%,4.9,11.3%,8.2,20,12,67,60.0%,3.4,12.8%,5.6,17,10,113,58.8%,6.6,9.9%,11.3
2008,Michigan,Darryl Stonum,37,14,176,37.8%,4.8,12.2%,12.6,18,9,111,50.0%,6.2,12.8%,12.3,19,5,65,26.3%,3.4,11.7%,13.0
2008,East Carolina,Brandon Simmons,37,27,172,73.0%,4.6,9.3%,6.4,13,11,45,84.6%,3.5,6.2%,4.1,24,16,127,66.7%,5.3,12.9%,7.9
2008,San Jose State,Jeff Clark,37,24,168,64.9%,4.5,10.4%,7.0,21,16,95,76.2%,4.5,11.7%,5.9,16,8,73,50.0%,4.6,9.0%,9.1
2009,Wyoming,Greg Bolling,37,18,161,48.6%,4.4,9.4%,8.9,21,9,89,42.9%,4.2,10.1%,9.9,16,9,72,56.3%,4.5,8.6%,8.0
2006,Miami-OH,R.J. Corbin,37,12,126,32.4%,3.4,9.5%,10.5,15,5,47,33.3%,3.1,7.5%,9.4,22,7,79,31.8%,3.6,11.5%,11.3
2011,Clemson,Andre Ellington,37,22,109,59.5%,2.9,7.4%,5.0,19,10,68,52.6%,3.6,6.6%,6.8,18,12,41,66.7%,2.3,8.5%,3.4
2008,Oklahoma,Quentin Chaney,36,29,504,80.6%,14.0,7.3%,17.4,20,18,319,90.0%,16.0,6.9%,17.7,16,11,185,68.8%,11.6,7.7%,16.8
2007,Houston,James Cleveland,36,36,464,100.0%,12.9,8.1%,12.9,22,22,306,100.0%,13.9,9.2%,13.9,14,14,158,100.0%,11.3,6.9%,11.3
2009,USC,Anthony McCoy,36,22,457,61.1%,12.7,15.2%,20.8,27,18,351,66.7%,13.0,19.3%,19.5,9,4,106,44.4%,11.8,9.3%,26.5
2007,Marshall,Emmanuel Spann,36,25,442,69.4%,12.3,8.8%,17.7,16,11,188,68.8%,11.8,6.9%,17.1,20,14,254,70.0%,12.7,11.2%,18.1
2006,BYU,Zac Collie,36,26,437,72.2%,12.1,8.4%,16.8,23,16,257,69.6%,11.2,8.0%,16.1,13,10,180,76.9%,13.8,9.2%,18.0
2007,Florida Atlantic,DiIvory Edgecomb,36,28,425,77.8%,11.8,7.9%,15.2,22,18,343,81.8%,15.6,9.2%,19.1,14,10,82,71.4%,5.9,6.4%,8.2
2005,Boston College,Tony Gonzalez,36,28,414,77.8%,11.5,9.5%,14.8,23,19,251,82.6%,10.9,9.9%,13.2,13,9,163,69.2%,12.5,8.8%,18.1
2009,Michigan State,Keshawn Martin,36,18,411,50.0%,11.4,9.6%,22.8,20,10,327,50.0%,16.4,9.9%,32.7,16,8,84,50.0%,5.3,9.3%,10.5
2010,Memphis,Jermaine McKenzie,36,25,409,69.4%,11.4,11.4%,16.4,18,13,221,72.2%,12.3,10.8%,17.0,18,12,188,66.7%,10.4,12.1%,15.7
2009,BYU,Andrew George,36,30,408,83.3%,11.3,9.1%,13.6,21,17,185,81.0%,8.8,8.2%,10.9,15,13,223,86.7%,14.9,10.9%,17.2
2006,Kentucky,Rafael Little,36,31,392,86.1%,10.9,8.6%,12.6,21,19,194,90.5%,9.2,8.0%,10.2,15,12,198,80.0%,13.2,9.4%,16.5
2007,Bowling Green,Chris Wright,36,27,379,75.0%,10.5,7.4%,14.0,25,18,184,72.0%,7.4,8.5%,10.2,11,9,195,81.8%,17.7,5.8%,21.7
2009,Florida State,Richard Goodman,36,27,355,75.0%,9.9,8.6%,13.1,24,18,253,75.0%,10.5,9.0%,14.1,12,9,102,75.0%,8.5,7.9%,11.3
2007,Texas A&M,Michael Goodson,36,36,354,100.0%,9.8,10.3%,9.8,20,20,289,100.0%,14.5,10.3%,14.5,16,16,65,100.0%,4.1,10.4%,4.1
2011,Stanford,Zach Ertz,36,27,346,75.0%,9.6,9.0%,12.8,23,19,240,82.6%,10.4,8.6%,12.6,13,8,106,61.5%,8.2,9.8%,13.3
2011,Kansas State,Tramaine Thompson,36,21,338,58.3%,9.4,12.9%,16.1,18,14,251,77.8%,13.9,12.5%,17.9,18,7,87,38.9%,4.8,13.4%,12.4
2005,Toledo,Nick Moore,36,24,335,66.7%,9.3,10.1%,14.0,16,10,125,62.5%,7.8,7.8%,12.5,20,14,210,70.0%,10.5,13.2%,15.0
2005,Minnesota,Matt Spaeth,36,26,333,72.2%,9.3,12.1%,12.8,20,12,152,60.0%,7.6,12.1%,12.7,16,14,181,87.5%,11.3,12.0%,12.9
2008,Miami-FL,Thearon Collier,36,26,324,72.2%,9.0,9.4%,12.5,17,13,138,76.5%,8.1,7.7%,10.6,19,13,186,68.4%,9.8,11.7%,14.3
2010,South Carolina,Ace Sanders,36,26,319,72.2%,8.9,9.8%,12.3,19,14,198,73.7%,10.4,9.5%,14.1,17,12,121,70.6%,7.1,10.2%,10.1
2006,Arizona State,Michael Jones,36,20,318,55.6%,8.8,11.4%,15.9,24,15,222,62.5%,9.3,14.6%,14.8,12,5,96,41.7%,8.0,7.9%,19.2
2008,Illinois,Michael Hoomanawanui,36,25,312,69.4%,8.7,9.7%,12.5,22,15,188,68.2%,8.5,10.2%,12.5,14,10,124,71.4%,8.9,9.0%,12.4
2005,UAB,Chico Cleveland,36,25,312,69.4%,8.7,9.8%,12.5,26,19,258,73.1%,9.9,11.8%,13.6,10,6,54,60.0%,5.4,6.8%,9.0
2010,North Carolina,Zack Pianalto,36,30,311,83.3%,8.6,9.0%,10.4,21,17,177,81.0%,8.4,9.1%,10.4,15,13,134,86.7%,8.9,8.7%,10.3
2007,Clemson,Jacoby Ford,36,17,310,47.2%,8.6,8.1%,18.2,19,10,202,52.6%,10.6,8.2%,20.2,17,7,108,41.2%,6.4,8.1%,15.4
2006,Oklahoma State,Brandon Pettigrew,36,24,310,66.7%,8.6,12.7%,12.9,23,15,215,65.2%,9.3,13.3%,14.3,13,9,95,69.2%,7.3,11.8%,10.6
2006,Army,Tim Dunn,36,22,309,61.1%,8.6,14.0%,14.0,25,16,232,64.0%,9.3,18.2%,14.5,11,6,77,54.5%,7.0,9.2%,12.8
2005,Texas Tech,Bristol Olomua,36,28,309,77.8%,8.6,6.5%,11.0,27,20,230,74.1%,8.5,7.2%,11.5,9,8,79,88.9%,8.8,4.9%,9.9
2005,Miami-OH,Josh Williams,36,19,308,52.8%,8.6,8.6%,16.2,24,14,208,58.3%,8.7,9.6%,14.9,12,5,100,41.7%,8.3,7.0%,20.0
2009,Akron,Deryn Bowser,36,21,307,58.3%,8.5,11.3%,14.6,23,13,171,56.5%,7.4,13.1%,13.2,13,8,136,61.5%,10.5,9.0%,17.0
2005,Boise State,Jeff Carpenter,36,30,300,83.3%,8.3,9.9%,10.0,15,13,125,86.7%,8.3,7.7%,9.6,21,17,175,81.0%,8.3,12.6%,10.3
2010,Michigan State,Charlie Gantt,36,24,299,66.7%,8.3,11.0%,12.5,24,16,212,66.7%,8.8,13.2%,13.3,12,8,87,66.7%,7.3,8.3%,10.9
2008,Minnesota,Brandon Green,36,20,298,55.6%,8.3,9.5%,14.9,22,12,157,54.5%,7.1,9.6%,13.1,14,8,141,57.1%,10.1,9.3%,17.6
2008,Central Michigan,Ontario Sneed,36,32,297,88.9%,8.3,8.0%,9.3,25,22,208,88.0%,8.3,9.0%,9.5,11,10,89,90.9%,8.1,6.4%,8.9
2005,South Florida,Jackie Chambers,36,21,290,58.3%,8.1,13.2%,13.8,13,7,82,53.8%,6.3,10.6%,11.7,23,14,208,60.9%,9.0,15.4%,14.9
2007,UNLV,Aaron Straiten,36,22,287,61.1%,8.0,9.8%,13.0,22,16,194,72.7%,8.8,10.0%,12.1,14,6,93,42.9%,6.6,9.5%,15.5
2005,Vanderbilt,George Smith,36,23,287,63.9%,8.0,8.0%,12.5,25,17,211,68.0%,8.4,9.0%,12.4,11,6,76,54.5%,6.9,6.5%,12.7
2010,Memphis,Tannar Rehrer,36,23,284,63.9%,7.9,11.4%,12.3,17,11,141,64.7%,8.3,10.2%,12.8,19,12,143,63.2%,7.5,12.8%,11.9
2011,UAB,Greg Franklin,36,21,284,58.3%,7.9,8.8%,13.5,20,10,128,50.0%,6.4,8.1%,12.8,16,11,156,68.8%,9.8,9.9%,14.2
2007,Utah,Marquis Wilson,36,19,281,52.8%,7.8,9.6%,14.8,20,13,219,65.0%,11.0,9.3%,16.8,16,6,62,37.5%,3.9,9.9%,10.3
2005,Fresno State,Adam Jennings,36,22,278,61.1%,7.7,9.1%,12.6,21,13,156,61.9%,7.4,9.6%,12.0,15,9,122,60.0%,8.1,8.5%,13.6
2010,Arizona,Travis Cobb,36,26,276,72.2%,7.7,7.1%,10.6,21,19,195,90.5%,9.3,7.2%,10.3,15,7,81,46.7%,5.4,7.1%,11.6
2006,Boise State,Derek Schouman,36,29,276,80.6%,7.7,12.3%,9.5,19,15,179,78.9%,9.4,12.1%,11.9,17,14,97,82.4%,5.7,12.5%,6.9
2010,Iowa,Adam Robinson,36,24,271,66.7%,7.5,10.4%,11.3,15,11,113,73.3%,7.5,7.1%,10.3,21,13,158,61.9%,7.5,15.4%,12.2
2008,Connecticut,Anthony Sherman,36,26,270,72.2%,7.5,11.9%,10.4,23,18,192,78.3%,8.3,14.2%,10.7,13,8,78,61.5%,6.0,9.2%,9.8
2009,Oklahoma,Cameron Kenney,36,22,268,61.1%,7.4,7.4%,12.2,15,9,109,60.0%,7.3,5.7%,12.1,21,13,159,61.9%,7.6,9.3%,12.2
2008,Nebraska,Roy Helu,36,25,266,69.4%,7.4,8.8%,10.6,22,18,183,81.8%,8.3,9.2%,10.2,14,7,83,50.0%,5.9,8.2%,11.9
2007,Temple,Kevin Armstrong,36,28,266,77.8%,7.4,10.6%,9.5,20,16,187,80.0%,9.4,11.9%,11.7,16,12,79,75.0%,4.9,9.2%,6.6
2007,Kansas,Kerry Meier,36,26,264,72.2%,7.3,7.8%,10.2,20,13,102,65.0%,5.1,6.9%,7.8,16,13,162,81.3%,10.1,9.2%,12.5
2011,Idaho,Michael LaGrone,36,21,262,58.3%,7.3,9.2%,12.5,16,12,128,75.0%,8.0,7.2%,10.7,20,9,134,45.0%,6.7,11.6%,14.9
2011,Miami-OH,David Frazier,36,28,259,77.8%,7.2,8.6%,9.3,17,14,118,82.4%,6.9,7.0%,8.4,19,14,141,73.7%,7.4,10.7%,10.1
2009,Toledo,Danny Noble,36,26,257,72.2%,7.1,8.8%,9.9,21,17,177,81.0%,8.4,8.4%,10.4,15,9,80,60.0%,5.3,9.3%,8.9
2008,California,Jahvid Best,36,28,246,77.8%,6.8,9.8%,8.8,18,14,133,77.8%,7.4,10.6%,9.5,18,14,113,77.8%,6.3,9.1%,8.1
2007,East Carolina,Dwayne Harris,36,26,246,72.2%,6.8,9.9%,9.5,26,19,146,73.1%,5.6,13.4%,7.7,10,7,100,70.0%,10.0,5.9%,14.3
2009,California,Shane Vereen,36,25,244,69.4%,6.8,9.4%,9.8,22,15,180,68.2%,8.2,10.3%,12.0,14,10,64,71.4%,4.6,8.3%,6.4
2011,Tennessee,DeAnthony Arnett,36,24,242,66.7%,6.7,9.9%,10.1,24,16,146,66.7%,6.1,12.4%,9.1,12,8,96,66.7%,8.0,7.0%,12.0
2009,Florida International,Wayne Times,36,19,234,52.8%,6.5,9.0%,12.3,18,11,119,61.1%,6.6,8.4%,10.8,18,8,115,44.4%,6.4,9.7%,14.4
2011,UTEP,Julio Lopez,36,25,233,69.4%,6.5,9.5%,9.3,15,12,90,80.0%,6.0,6.7%,7.5,21,13,143,61.9%,6.8,13.5%,11.0
2008,Temple,Travis Shelton,36,20,232,55.6%,6.4,11.5%,11.6,21,12,139,57.1%,6.6,13.4%,11.6,15,8,93,53.3%,6.2,9.6%,11.6
2006,Washington,Cody Ellis,36,18,230,50.0%,6.4,10.7%,12.8,23,12,128,52.2%,5.6,13.3%,10.7,13,6,102,46.2%,7.8,8.0%,17.0
2006,Fresno State,Paul Williams,36,21,229,58.3%,6.4,12.1%,10.9,27,14,138,51.9%,5.1,16.6%,9.9,9,7,91,77.8%,10.1,6.7%,13.0
2005,South Florida,S.J. Green,36,16,229,44.4%,6.4,13.2%,14.3,14,5,57,35.7%,4.1,11.4%,11.4,22,11,172,50.0%,7.8,14.8%,15.6
2011,Indiana,Duwyce Wilson,36,17,217,47.2%,6.0,10.1%,12.8,16,8,126,50.0%,7.9,8.7%,15.8,20,9,91,45.0%,4.6,11.4%,10.1
2009,Oregon,Lavasier Tuinei,36,24,217,66.7%,6.0,11.1%,9.0,25,16,117,64.0%,4.7,12.9%,7.3,11,8,100,72.7%,9.1,8.5%,12.5
2007,Purdue,Kory Sheets,36,30,216,83.3%,6.0,6.3%,7.2,24,19,165,79.2%,6.9,7.1%,8.7,12,11,51,91.7%,4.3,5.1%,4.6
2005,Mississippi State,Tee Milons,36,18,214,50.0%,5.9,12.9%,11.9,20,11,133,55.0%,6.7,15.4%,12.1,16,7,81,43.8%,5.1,10.7%,11.6
2006,Texas Tech,Todd Walker,36,21,214,58.3%,5.9,5.7%,10.2,21,14,128,66.7%,6.1,4.9%,9.1,15,7,86,46.7%,5.7,7.5%,12.3
2007,Akron,Bryan Williams,36,24,213,66.7%,5.9,10.5%,8.9,20,13,144,65.0%,7.2,10.9%,11.1,16,11,69,68.8%,4.3,10.0%,6.3
2006,Northwestern,Rasheed Ward,36,22,212,61.1%,5.9,11.9%,9.6,20,11,113,55.0%,5.7,11.3%,10.3,16,11,99,68.8%,6.2,12.7%,9.0
2008,California,Jeremy Ross,36,17,210,47.2%,5.8,9.8%,12.4,13,4,56,30.8%,4.3,7.6%,14.0,23,13,154,56.5%,6.7,11.7%,11.8
2005,Kansas,Clark Green,36,25,209,69.4%,5.8,9.7%,8.4,16,11,100,68.8%,6.3,8.1%,9.1,20,14,109,70.0%,5.5,11.5%,7.8
2008,Tulane,Andre Anderson,36,26,208,72.2%,5.8,9.6%,8.0,14,11,74,78.6%,5.3,7.4%,6.7,22,15,134,68.2%,6.1,11.9%,8.9
2011,Hawaii,Darius Bright,36,19,206,52.8%,5.7,6.2%,10.8,19,11,100,57.9%,5.3,5.3%,9.1,17,8,106,47.1%,6.2,7.8%,13.3
2008,Notre Dame,Duval Kamara,36,20,206,55.6%,5.7,8.8%,10.3,20,12,148,60.0%,7.4,8.5%,12.3,16,8,58,50.0%,3.6,9.3%,7.3
2010,UL-Lafayette,Pierre Hill,36,17,204,47.2%,5.7,8.9%,12.0,18,7,86,38.9%,4.8,8.0%,12.3,18,10,118,55.6%,6.6,10.1%,11.8
2010,Southern Miss,Tracy Lampley,36,26,203,72.2%,5.6,8.0%,7.8,24,17,151,70.8%,6.3,8.5%,8.9,12,9,52,75.0%,4.3,7.2%,5.8
2011,West Virginia,Dustin Garrison,36,24,201,66.7%,5.6,7.0%,8.4,23,16,161,69.6%,7.0,7.2%,10.1,13,8,40,61.5%,3.1,6.6%,5.0
2011,Syracuse,Antwon Bailey,36,29,200,80.6%,5.6,9.1%,6.9,23,19,138,82.6%,6.0,9.3%,7.3,13,10,62,76.9%,4.8,8.8%,6.2
2007,Louisiana Tech,Dustin Mitchell,36,29,198,80.6%,5.5,9.3%,6.8,24,17,140,70.8%,5.8,10.3%,8.2,12,12,58,100.0%,4.8,7.7%,4.8
